公司代码,公司名称,行业,后台节点ID,后台节点名称,L1,L2,L3,L4,L5,L6,L7,L8证据清单,L8证据状态,当前映射关键词,证据缺口,映射状态,置信度,映射来源,规则来源,映射证据ID数,直接L8证据数,映射ID
688258,卓易信息,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688258_ai_compute_software
688271,联影医疗,医疗保健,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,云服务,云算力/云服务,云服务业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,云服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688271_ai_compute_software
688291,金橙子,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688291_ai_compute_software
688292,浩瀚深度,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688292_ai_compute_software
688296,和达科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688296_ai_compute_software
688312,燕麦科技,专用机械,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688312_ai_compute_software
688316,青云科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688316_ai_compute_software
688318,财富趋势,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688318_ai_compute_software
688358,祥生医疗,医疗保健,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688358_ai_compute_software
688365,光云科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,平台,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688365_ai_compute_software
688380,中微半导,半导体,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688380_ai_compute_software
688387,信科移动,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688387_ai_compute_software
688391,钜泉科技,半导体,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,操作系统,服务器操作系统/国产操作系统,操作系统业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,操作系统,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,research_report,supply_chain_foundation,0,0,auto_688391_ai_compute_software
688400,凌云光,专用机械,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,research_report,supply_chain_foundation,0,0,auto_688400_ai_compute_software
688418,震有科技,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,平台,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688418_ai_compute_software
688435,英方软件,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688435_ai_compute_software
688475,萤石网络,IT设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,平台,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688475_ai_compute_software
688489,三未信安,IT设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；中间件；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.8,introduction,supply_chain_foundation,0,0,auto_688489_ai_compute_software
688500,慧辰股份,互联网,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688500_ai_compute_software
688507,索辰科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688507_ai_compute_software
688509,正元地信,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688509_ai_compute_software
688522,纳睿雷达,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.8,introduction,supply_chain_foundation,0,0,auto_688522_ai_compute_software
688533,上声电子,汽车配件,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,main_business,supply_chain_foundation,0,0,auto_688533_ai_compute_software
688539,高华科技,电器仪表,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688539_ai_compute_software
688551,科威尔,专用机械,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688551_ai_compute_software
688561,奇安信,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688561_ai_compute_software
688568,中科星图,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688568_ai_compute_software
688579,地纬智能,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688579_ai_compute_software
688588,凌志软件,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688588_ai_compute_software
688589,力合微,半导体,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,main_business,supply_chain_foundation,0,0,auto_688589_ai_compute_software
688590,新致软件,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688590_ai_compute_software
688595,芯海科技,半导体,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688595_ai_compute_software
688618,三旺通信,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688618_ai_compute_software
688620,安凯微,半导体,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688620_ai_compute_software
688631,莱斯信息,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688631_ai_compute_software
688635,长进光子,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,平台,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688635_ai_compute_software
688657,浩辰软件,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_688657_ai_compute_software
688686,奥普特,电器仪表,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,research_report,supply_chain_foundation,0,0,auto_688686_ai_compute_software
688709,成都华微,半导体,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688709_ai_compute_software
688768,容知日新,电器仪表,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；算法；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_688768_ai_compute_software
688787,海天瑞声,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,算法,AI算法/推理算法,AI算法业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,算法,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.8,introduction,supply_chain_foundation,0,0,auto_688787_ai_compute_software
688788,科思科技,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_688788_ai_compute_software
920008,成电光信,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_920008_ai_compute_software
920035,精创电气,专用机械,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,云服务,云算力/云服务,云服务业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,云服务,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.65,introduction,supply_chain_foundation,0,0,auto_920035_ai_compute_software
920045,蘅东光,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,平台,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_920045_ai_compute_software
920092,汉鑫科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_920092_ai_compute_software
920184,国源科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_920184_ai_compute_software
920198,微创光电,IT设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_920198_ai_compute_software
920207,众诚科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.45,introduction,supply_chain_foundation,0,0,auto_920207_ai_compute_software
920227,美登科技,软件服务,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,软件,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,软件；平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_920227_ai_compute_software
920374,云里物里,通信设备,ai_compute_software,软件,未来产业主攻方向,AI算力,AI算力产业链,基础软件/算力调度,平台,算力调度/AI平台软件,基础软件/算力调度软件业务,研发进展；样机或小批量交付；客户验证；订单或中标；产线建设或量产；收入和毛利改善；专利与标准,暂无直接L8原文证据，需补公告/研报/年报,平台,是否有明确客户或供应链认证；是否有量产、扩产、订单或定点公告；该产品收入占比是否足够高；是否存在国产替代或卡脖子稀缺性证据,pending_review,0.5,main_business,supply_chain_foundation,0,0,auto_920374_ai_compute_software
